,is_Action,is_Adventure,is_Fantasy,is_Science Fiction,is_Crime,is_Drama,is_Thriller,is_Animation,is_Family,is_Western,is_Comedy,is_Romance,is_Horror,is_Mystery,is_History,is_War,is_Music,is_Documentary,is_Foreign,revenue
300,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.21214377
301,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30482868
302,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.4007339
303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82102379
304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.434
305,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.09578115
306,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.68688831
307,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.06172544
308,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.33718711
310,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.93820758
311,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.07103973
312,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.94882889
313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.46233113
314,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1383513
315,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33013274
316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.93772504
317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.95311434
318,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.49044513
319,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.02
320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.72989651
321,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.04907746
322,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6392018
323,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.88347692
324,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.76432727
325,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8.77244782
326,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,5.43514353
327,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93525586
328,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.40335536
329,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18888979
330,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.262874
331,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14178613
332,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.7470334
333,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.03039258
334,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.68780809
335,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.82860185
336,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.62839667
337,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.04654182
338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.25819961
339,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.31442092
340,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10017322
341,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.26497209
342,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.89390539
343,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.97366869
344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.67805466
345,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.47325802
346,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.55464351
347,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.42988466
348,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8.86686817
349,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.88133322
350,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.64105545
351,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.89847354
352,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.04320254
353,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.88072649
354,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.3261743
355,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.66101666
356,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.24028679
357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94061311
358,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.86053725
359,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.33755553
360,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2.00276
361,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.01596308
362,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.43637091
363,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35926552
364,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1.82290266
365,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.71120329
366,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.90213455
367,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.62944923
368,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.74578751
369,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.56505388
370,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3.34901337
371,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.18063304
372,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.4304956
373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60874615
374,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.8463576
375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.937
377,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.40807547
378,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.35168966
379,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79114085
380,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.08539911
381,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16178959
382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.48336445
383,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94471524
384,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29632142
385,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.84335608
386,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.88500217
387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.15156409
388,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5071715
389,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.32274484
390,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.58375603
391,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3.40487652
392,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.08076205
393,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.83611771
394,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.52930623
395,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.941687
396,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.50649836
397,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.19103655
398,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.11312624
399,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.97309027
400,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88747895
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9697627
402,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.80916492
403,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.37298489
404,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.62242962
405,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.58468292
407,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.429401
408,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.78382433
409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.37823676
410,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1.83018522
411,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47664559
412,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.74208267
413,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.23307945
414,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.75650703
415,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41037742
416,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.37681299
417,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.21028755
418,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.12483764
419,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22231186
420,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60388063
421,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.84785914
422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96085477
423,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.84572835
424,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.74470394
425,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.57696359
426,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.91210692
427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.54455986
428,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8
429,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.43397247
430,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.45771527
431,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.44
432,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.40464664
434,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.90320568
435,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3.42695435
436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.46984278
437,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.30685453
438,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2.66728738
439,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.94804195
440,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1.63733697
441,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.60696994
442,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.45676146
443,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2.12874442
444,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.81001478
445,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.14918407
446,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.24012234
447,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.78066569
448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73013509
449,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.57107755
450,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.77977226
451,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.91188905
452,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2.502
454,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.33093859
455,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1.36982834
456,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.11817906
457,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.64
458,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.01584141
459,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1.22563539
460,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.69852759
461,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.36159423
462,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.96105964
464,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.73226958
465,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.9087457
466,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23729176
468,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.47080413
469,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42400065
470,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.71485043
472,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.05316267
473,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.01371017
475,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43312294
476,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.22444772
477,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34566746
478,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59212469
479,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.26546518
480,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.214
481,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.68514844
482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.53825515
483,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19480739
484,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17626234
485,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6913186
486,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4693691
487,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33463969
488,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.07944236
489,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.19406406
490,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0598964
491,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.17831631
493,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.13542341
494,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,7.88241776
495,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5569276
496,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.48384621
497,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.09196298
498,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0810345
499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.49673788
500,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.36350661
501,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9757125
502,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15071514
503,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.3513482
504,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.75958308
505,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79265204
506,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9.70761885
507,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16969268
508,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29074524
509,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.32680671
510,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.69959751
511,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96339527
512,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.58270008
513,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.35062621
514,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.6094078
515,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.96482882
516,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.90450008
517,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.78000586
519,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.17698894
520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.71430189
521,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.19417255
522,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.7303446
523,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.15663859
524,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1.1900041
525,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.67275019
526,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5493768
527,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.95226116
528,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.30358911
529,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.85632458
530,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.98159963
531,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.08145109
532,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.55041367
533,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.40175006
534,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.67631903
535,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1.27600435
537,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26904017
538,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.77944725
539,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.36754634
540,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.51142659
541,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14567883
542,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.05802422
543,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.05409517
544,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2100918
545,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.48118121
546,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11.56730962
547,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.89792502
548,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.03891409
549,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131
550,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.49779543
551,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.11231041
552,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.61458982
553,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.86658558
554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.62966177
555,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.76104344
556,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.1
557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96889998
558,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.27068851
559,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37317558
560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54744738
561,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6217205
562,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.5669752
563,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.94456605
564,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4.08247917
565,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9.19838758
566,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4.61983149
567,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.09457509
568,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.77448382
569,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.11594032
570,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.09492681
571,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3.1913105
572,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.00854823
573,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.40031094
574,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.16643346
575,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2.03388341
576,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.42285169
577,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71183863
578,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4.43140005
579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.14660784
580,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.6102564
581,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.18
582,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02466756
583,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22919055
585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.77584879
586,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.54984035
587,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.90000098
588,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34748021
589,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2.15529201
590,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.16672912
591,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.35560026
592,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.31457682
593,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.67112664
594,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.65977295
595,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.55987321
596,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.33561137
597,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.60112671
598,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.59418613
599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.32287044
600,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.57777106
602,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19924033
603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.19870567
604,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.13596911
605,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.18662027
606,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1775294
607,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.57958696
608,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.38629478
609,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.22915111
610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61279452
611,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.93
612,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6.98491347
613,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.71069884
614,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.43513985
615,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.35431113
