,is_Action,is_Adventure,is_Fantasy,is_Science Fiction,is_Crime,is_Drama,is_Thriller,is_Animation,is_Family,is_Western,is_Comedy,is_Romance,is_Horror,is_Mystery,is_History,is_War,is_Music,is_Documentary,is_Foreign,revenue
104,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.81674817
105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99370084
106,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7.98958165
107,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33677183
108,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.40603537
109,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.15686217
110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4.49220945
111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0970978
112,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1.67298192
113,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9.38212738
114,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.95921036
115,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24029371
116,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,5.8534901
117,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.74968763
118,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.23722818
119,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74218673
120,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.03900354
121,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.1310617
122,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.73062864
123,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.24988211
124,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12.74219009
125,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.38599701
126,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.44571402
127,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.7885834
128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.56613439
129,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49326618
130,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.09979994
131,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.92817841
132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01
133,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.45527149
134,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.82330139
136,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2.87594577
137,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.65692281
138,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.18502923
139,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.97850012
140,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.05366737
141,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.38992758
142,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.64459316
143,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.2838832
144,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.7291243
145,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.97409852
146,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.46921274
147,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.31971116
148,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.29147509
149,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.53799566
150,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.41818803
151,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.95735876
152,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.21170825
153,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.9471338
154,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0694167
155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.02026112
156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,4.56758981
157,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68031828
158,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85680446
159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21708551
160,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.09123048
161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50680864
162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76932943
163,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.85258983
164,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.85444603
165,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4536048
166,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.71876278
167,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.19269486
168,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8513183
169,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70569774
170,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.618324
171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12011111
172,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8.29
173,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.50406466
174,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63712074
175,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.83345589
176,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.32950503
177,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.82570682
178,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2.45724603
179,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.73552094
180,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4.42824138
181,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.3174456
182,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19311965
183,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.47423452
184,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.68871007
185,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.91739379
186,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2.73339556
187,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.54987477
188,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2.93329073
189,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62637473
190,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.71940071
191,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.89804554
192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49554002
193,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43843127
194,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.54248063
195,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.49424282
196,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.21887208
197,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.7647555
198,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.616485
199,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55011224
200,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.52100229
201,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7.67820459
202,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.00188435
203,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.07711549
204,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.26137675
205,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.34615
206,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32713139
207,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61317921
208,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61698899
209,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.76572938
210,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38207122
211,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.45141403
212,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.44272402
213,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.46388105
214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25756637
215,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.89047763
216,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09016565
217,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2.28738393
218,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.15484914
219,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.59175788
220,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.03170142
221,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.69956806
222,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.861407
223,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15772733
224,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42688965
225,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.93945766
226,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.48668907
227,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.61930431
228,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.86168572
229,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5
230,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49398328
231,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.62816256
232,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15440673
233,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.24317558
234,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.85178928
235,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.329
236,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0.77628265
237,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64602163
238,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.772
239,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.16392705
240,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.7812776
241,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.45623848
242,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67977596
243,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.74480841
244,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.70490832
245,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.33011068
246,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.15294342
247,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6274428
248,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4.7820752
249,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.95238201
250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02
251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.37382724
252,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.27817248
253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.37580051
254,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5.63749323
255,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.03951461
256,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79246868
257,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99268508
258,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.47434178
259,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.64508066
260,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25537191
261,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.83531464
262,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71368364
263,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.72178895
264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87713825
266,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.47234916
267,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2.11643158
268,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3.00135367
269,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2.67045765
270,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3016189
271,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.62949164
272,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.10372291
273,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.37202299
274,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57640427
275,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.58372926
276,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.76688482
277,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.9904596
278,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6221174
279,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.2
280,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.1410462
281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66465037
282,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.78882411
283,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.50166126
284,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.10650585
285,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.70432927
286,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2.42295562
287,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.25368238
288,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.00138851
289,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.69327687
290,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.12573423
291,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.47451894
292,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.49288105
293,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.00086793
294,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.68426634
295,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2.78731369
296,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.11989043
297,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.70877916
298,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3.92000694
299,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36529144
